Provider ID,Hospital Name,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison
250096,MERIT HEALTH RANKIN,39042,RANKIN,Acute Care Hospitals,Proprietary,1,2,2,1,1,1,1,3,2
250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,39649,PIKE,Acute Care Hospitals,Government - Local,1,1,2,1,1,1,2,2,2
250099,GREENWOOD LEFLORE HOSPITAL,38930,LEFLORE,Acute Care Hospitals,Government - Local,1,2,2,3,1,1,1,3,2
250102,MISSISSIPPI BAPTIST MEDICAL CENTER,39202,HINDS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,3,2,2,3
250104,ANDERSON REGIONAL MEDICAL CTR,39301,LAUDERDALE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,2,1,2,1
250117,HIGHLAND COMMUNITY  HOSPITAL,39466,PEARL RIVER,Acute Care Hospitals,Government - Hospital District or Authority,1,2,2,1,2,1,3,2,1
250123,GARDEN PARK MEDICAL CENTER,39503,HARRISON,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,3,3,2
250128,MERIT HEALTH BATESVILLE,38606,PANOLA,Acute Care Hospitals,Proprietary,1,3,2,2,2,1,2,3,2
250138,MERIT HEALTH RIVER OAKS,39232,RANKIN,Acute Care Hospitals,Proprietary,1,3,2,2,1,2,2,3,2
250162,HANCOCK MEDICAL CENTER,39521,HANCOCK,Acute Care Hospitals,Government - Local,1,2,2,2,1,1,2,2,2
250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,38654,DESOTO,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,2,3,2
260001,MERCY HOSPITAL JOPLIN,64804,JASPER,Acute Care Hospitals,Voluntary non-profit - Church,1,3,1,3,1,2,2,1,2
260005,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,63301,SAINT CHARLES,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,2,3,2,2
260006,MOSAIC LIFE CARE AT ST JOSEPH,64506,BUCHANAN,Acute Care Hospitals,Voluntary non-profit - Private,1,5,3,3,3,2,3,3,3
260009,BOTHWELL REGIONAL HEALTH CENTER,65302,PETTIS,Acute Care Hospitals,Government - Local,1,2,2,1,1,1,2,3,1
260011,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,65109,COLE,Acute Care Hospitals,Proprietary,1,4,2,3,2,3,3,3,2
260015,TWIN RIVERS REGIONAL MEDICAL CENTER,63857,DUNKLIN,Acute Care Hospitals,Proprietary,1,2,2,2,1,2,2,3,2
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,65401,PHELPS,Acute Care Hospitals,Government - Local,1,3,2,2,2,2,2,2,1
260020,MERCY HOSPITAL ST LOUIS,63141,SAINT LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,1,3,3,2,3
260022,NORTHEAST REGIONAL MEDICAL CENTER,63501,ADAIR,Acute Care Hospitals,Proprietary,1,4,2,3,3,3,3,3,1
260023,MERCY HOSPITAL JEFFERSON,63019,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,1,2,2,2
260024,TEXAS COUNTY MEMORIAL HOSPITAL,65483,TEXAS,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,2,2,3,1,2,2
260025,HANNIBAL REGIONAL HOSPITAL,63401,MARION,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
260027,RESEARCH MEDICAL CENTER,64132,JACKSON,Acute Care Hospitals,Proprietary,1,3,2,3,1,1,3,3,2
260032,BARNES JEWISH HOSPITAL,63110,SAINT LOUIS CITY,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,1,3,3,1,3
260040,COX MEDICAL CENTERS,65807,GREENE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,1,2,1,2
260047,CAPITAL REGION MEDICAL CENTER,65102,COLE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,2,2,3,3,3,2
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,64108,JACKSON,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,2,1,2,1,2
260050,SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE,64468,NODAWAY,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,2,2,3,2,3,2
260052,MERCY HOSPITAL WASHINGTON,63090,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,2,3,2
260057,CAMERON REGIONAL MEDICAL CENTER,64429,CLINTON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,1,2,3,2
260059,MERCY HOSPITAL LEBANON,65536,LACLEDE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,2,1,2,2,2
260062,SAINT LUKES NORTHLAND HOSPITAL,64154,PLATTE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,3,2,2
260064,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,65265,AUDRAIN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,1,2,3,2
260065,MERCY HOSPITAL SPRINGFIELD,65804,GREENE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,1,2,3,3,2,2,3
260068,BOONE HOSPITAL CENTER,65201,BOONE,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,3,3,3,2,3
260074,MOBERLY REGIONAL MEDICAL CENTER,65270,RANDOLPH,Acute Care Hospitals,Proprietary,1,2,2,2,2,1,2,3,2
260077,ST ANTHONY'S MEDICAL CENTER,63128,SAINT LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1,1,1,1,2,2,2
260078,OZARKS MEDICAL CENTER,65775,HOWELL,Acute Care Hospitals,Voluntary non-profit - Other,1,3,1,3,2,2,3,3,1
260081,SSM HEALTH ST CLARE HOSPITAL - FENTON,63026,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,3,3,2,2
260085,ST JOSEPH MEDICAL CENTER,64114,JACKSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,1,3,3,2
260091,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,63117,SAINT LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,3,2,2
260094,COX MEDICAL CENTER BRANSON,65615,TANEY,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,2,3,2,3,1,2
260095,CENTERPOINT MEDICAL CENTER,64057,JACKSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,3,1,2,3,2,2
260096,NORTH KANSAS CITY HOSPITAL,64116,CLAY,Acute Care Hospitals,Government - Local,1,4,2,3,3,2,2,2,2
260097,WESTERN MISSOURI MEDICAL CENTER,64093,JOHNSON,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,2,2,2,2,2,2
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,63044,SAINT LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,2,3,1,2
260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,63110,SAINT LOUIS CITY,Acute Care Hospitals,Proprietary,1,1,2,1,1,1,3,1,2
260108,MISSOURI BAPTIST MEDICAL CENTER,63131,SAINT LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,2,2,3,2,3
260110,SOUTHEASTHEALTH,63701,CAPE GIRARDEAU,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,1,2,2,2,3,1
260113,MISSOURI DELTA MEDICAL CENTER,63801,NEW MADRID,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,2,2,3,2,3,2
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,63901,BUTLER,Acute Care Hospitals,Proprietary,1,2,2,2,1,1,1,2,1
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,64804,JASPER,Acute Care Hospitals,Voluntary non-profit - Other,1,3,1,3,3,1,2,1,2
260138,ST LUKES HOSPITAL OF KANSAS CITY,64111,JACKSON,Acute Care Hospitals,Government - Hospital District or Authority,1,4,3,2,2,3,3,2,2
260141,UNIVERSITY OF MISSOURI HEALTH CARE,65212,BOONE,Acute Care Hospitals,Government - State,1,2,1,1,1,2,3,2,2
260142,FITZGIBBON HOSPITAL,65340,SALINE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,3,2
260163,PARKLAND HEALTH CENTER,63640,SAINT FRANCOIS,Acute Care Hospitals,Voluntary non-profit - Private,0,3,2,2,2,1,2,2,3
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,64735,HENRY,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,3,3,2,2,3,2
260177,LIBERTY HOSPITAL,64069,CLAY,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,3,1,2,2,3,1
260179,ST LUKES HOSPITAL,63017,SAINT LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,1,3,3,2,3,3
260180,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,63136,SAINT LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,2,1,1,2,1,3
260183,SAINT FRANCIS MEDICAL CENTER,63703,CAPE GIRARDEAU,Acute Care Hospitals,Voluntary non-profit - Church,1,3,1,1,3,3,1,2,1
260186,LAKE REGIONAL HEALTH SYSTEM,65065,CAMDEN,Acute Care Hospitals,Voluntary non-profit - Other,1,3,1,3,3,1,3,2,3
260190,LEE'S SUMMIT MEDICAL CENTER,64063,JACKSON,Acute Care Hospitals,Proprietary,1,4,2,3,2,3,3,3,2
260191,BARNES-JEWISH ST PETERS HOSPITAL,63376,SAINT CHARLES,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,1,2,2,2,3
260193,ST MARY'S MEDICAL CENTER,64014,JACKSON,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,1,2,2,2,2
260195,CITIZENS MEMORIAL HOSPITAL,65613,POLK,Acute Care Hospitals,Government - Hospital District or Authority,0,3,1,3,2,2,2,2,2
260200,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,63367,SAINT CHARLES,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,3,2,2,3,2,2
260214,BELTON REGIONAL MEDICAL CENTER,64012,CASS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,2,3,3,2
260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,64086,JACKSON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,2,2,2,3
260219,PROGRESS WEST HOSPITAL,63368,SAINT CHARLES,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,2,2,2
270003,ST PETER'S HOSPITAL,59601,LEWIS AND CLARK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,2,3,3,3,2,2
270004,BILLINGS CLINIC HOSPITAL,59101,YELLOWSTONE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,2,1,2
270012,BENEFIS HOSPITALS INC,59405,CASCADE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,1,2,1,2
270014,ST PATRICK HOSPITAL,59806,MISSOULA,Acute Care Hospitals,Voluntary non-profit - Church,1,4,1,2,3,3,2,3,2
270017,ST JAMES HEALTHCARE,59701,SILVER BOW,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,2,2,3,2
270023,COMMUNITY MEDICAL CENTER,59804,MISSOULA,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,2,3,2,2
270032,NORTHERN MONTANA HOSPITAL,59501,HILL,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,2,1,1,3,2
270049,ST VINCENT HEALTHCARE,59101,YELLOWSTONE,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,1,3,3,2,3,3
270051,KALISPELL REGIONAL MEDICAL CENTER,59901,FLATHEAD,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,2,2,2
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,59715,GALLATIN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,2,2,2,2
280003,BRYAN MEDICAL CENTER,68506,LANCASTER,Acute Care Hospitals,Voluntary non-profit - Private,1,4,1,2,3,3,2,3,2
280013,THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE,68198,DOUGLAS,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,3,2,1,3
280032,MARY LANNING HEALTHCARE,68901,ADAMS,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,1,3,2,2,3,2
280040,METHODIST HOSPITAL,68114,DOUGLAS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,3,2,2,3
280060,CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,68124,DOUGLAS,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,2,3,3,2
280061,REGIONAL WEST MEDICAL CENTER,69361,SCOTTS BLUFF,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,3,2,2,2,2
280065,GREAT PLAINS HEALTH,69101,LINCOLN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
280077,FREMONT HEALTH MEDICAL CENTER,68025,DODGE,Acute Care Hospitals,Government - Local,1,2,1,1,3,2,2,3,1
280081,CHI HEALTH IMMANUEL,68122,DOUGLAS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
280105,CHI HEALTH MIDLANDS,68046,SARPY,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,2,3,3,3,2
280111,COLUMBUS COMMUNITY HOSPITAL,68601,PLATTE,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,3,3,3,3,2
280125,FAITH REGIONAL HEALTH SERVICES,68701,MADISON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,2,3,2
280130,CHI HEALTH LAKESIDE,68130,DOUGLAS,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,1,2,3,3,3,2
280132,BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,68123,SARPY,Acute Care Hospitals,Proprietary,1,3,1,2,2,3,2,3,2
290001,RENOWN REGIONAL MEDICAL CENTER,89502,WASHOE,Acute Care Hospitals,Voluntary non-profit - Other,1,1,1,1,2,1,3,2,2
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,89109,CLARK,Acute Care Hospitals,Proprietary,1,1,1,1,1,1,3,1,2
290006,BANNER CHURCHILL COMMUNITY HOSPITAL,89406,CHURCHILL,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,3,2,3,2
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,89801,ELKO,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,2,1,1,2,2
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,89503,WASHOE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,1,3,2,2
290012,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,89015,CLARK,Acute Care Hospitals,Voluntary non-profit - Church,1,2,1,3,3,1,3,1,3
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,89703,CARSON CITY,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,1,2,1,2
290021,VALLEY HOSPITAL MEDICAL CENTER,89106,CLARK,Acute Care Hospitals,Proprietary,1,1,1,1,1,1,3,1,2
290032,NORTHERN NEVADA MEDICAL CENTER,89434,WASHOE,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,2,2,2
290039,MOUNTAINVIEW HOSPITAL,89128,CLARK,Acute Care Hospitals,Proprietary,1,2,2,2,1,1,3,2,3
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,89144,CLARK,Acute Care Hospitals,Proprietary,1,3,3,1,2,1,2,1,2
290045,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,89052,CLARK,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1,1,3,1,3,1,3
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,89118,CLARK,Acute Care Hospitals,Proprietary,1,2,2,1,1,1,2,1,2
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,89148,CLARK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,1,3,2,2
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,89521,CARSON CITY,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,3,3,2
290053,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,89113,CLARK,Acute Care Hospitals,Voluntary non-profit - Church,1,2,2,2,1,1,3,1,2
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,89149,CLARK,Acute Care Hospitals,Proprietary,1,2,2,1,1,1,2,1,2
300001,CONCORD HOSPITAL,3301,MERRIMACK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,3,1,1,2
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,3756,GRAFTON,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,1,3,3,2,1,3
300011,ST JOSEPH HOSPITAL,3060,HILLSBOROUGH,Acute Care Hospitals,Voluntary non-profit - Other,1,4,3,1,3,2,2,1,2
300012,ELLIOT HOSPITAL,3103,HILLSBOROUGH,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,2,2,1,2
300014,FRISBIE MEMORIAL HOSPITAL,3867,STRAFFORD,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,2,2,2
300017,PARKLAND MEDICAL CENTER,3038,ROCKINGHAM,Acute Care Hospitals,Proprietary,1,3,2,2,1,2,3,3,2
300018,WENTWORTH-DOUGLASS HOSPITAL,3820,STRAFFORD,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,1,3,3,3,1,2
300019,CHESHIRE MEDICAL CENTER,3431,CHESHIRE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,1,1,3
300020,SOUTHERN NH MEDICAL CENTER,3060,HILLSBOROUGH,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,2,2,2,2
300023,EXETER HOSPITAL INC,3833,ROCKINGHAM,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,2,2,2
300029,PORTSMOUTH REGIONAL HOSPITAL,3801,ROCKINGHAM,Acute Care Hospitals,Proprietary,1,3,2,3,1,1,3,3,2
300034,CATHOLIC MEDICAL CENTER,3102,HILLSBOROUGH,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,2,3,2,3,1,2
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,7601,BERGEN,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,2,2,1,3
310002,NEWARK BETH ISRAEL MEDICAL CENTER,7112,ESSEX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1,1,1,3,1,2
310003,PALISADES MEDICAL CENTER,7047,HUDSON,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1,1,1,2,1,2
310005,HUNTERDON MEDICAL CENTER,8822,HUNTERDON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,2,2,2,2
310008,HOLY NAME MEDICAL CENTER,7666,BERGEN,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,2,1,2,1,2
310009,CLARA MAASS MEDICAL CENTER,7109,ESSEX,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,1,1,1,2
310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,8536,MIDDLESEX,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,2,2,1,2
310011,CAPE REGIONAL MEDICAL CENTER INC,8210,CAPE MAY,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,1,3,1,1
310012,VALLEY HOSPITAL,7450,BERGEN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,1,3,1,2,2
310014,COOPER UNIVERSITY HOSPITAL,8103,CAMDEN,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,2,1,3
310015,MORRISTOWN MEDICAL CENTER,7962,MORRIS,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,1,3,2,2,1,3
310017,CHILTON MEDICAL CENTER,7444,MORRIS,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,3,2,1
310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,7503,PASSAIC,Acute Care Hospitals,Voluntary non-profit - Church,1,1,2,1,1,1,2,1,2
310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,8009,CAMDEN,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,3,2,3,1,3
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,7065,UNION,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,2,2,1,2
310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,7002,HUDSON,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,3,1,2
310027,TRINITAS REGIONAL MEDICAL CENTER,7207,UNION,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,1,1,2
310028,NEWTON MEDICAL CENTER,7860,SUSSEX,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,3,1,3
310029,OUR LADY OF LOURDES MEDICAL CENTER,8103,CAMDEN,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,2,1,3,1,2
310032,INSPIRA MEDICAL CENTER VINELAND,8360,CUMBERLAND,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,2,1,2
310034,RIVERVIEW MEDICAL CENTER,7701,MONMOUTH,Acute Care Hospitals,Proprietary,1,3,2,2,3,2,3,1,2
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,8901,MIDDLESEX,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,3,1,3
310039,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,8861,MIDDLESEX,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,3,1,1,2,1,2
310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,7030,HUDSON,Acute Care Hospitals,Voluntary non-profit - Church,1,2,2,2,1,1,3,1,2
310041,COMMUNITY MEDICAL CENTER,8755,OCEAN,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,3,1,1,3,1,3
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,8534,MERCER,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,2,1,2,1,2
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,7631,BERGEN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,2,2,1,2
310047,SHORE MEDICAL CENTER,8244,ATLANTIC,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,1,2,2,2,2
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,8876,SOMERSET,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,2,1,1
310050,SAINT CLARE'S HOSPITAL,7834,MORRIS,Acute Care Hospitals,Proprietary,1,2,2,3,1,1,2,1,2
310051,OVERLOOK MEDICAL CENTER,7902,UNION,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,1,3,1,2,1,3
310052,OCEAN MEDICAL CENTER,8724,OCEAN,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,3,1,3,1,2
310054,HACKENSACK-UMC MOUNTAINSIDE,7042,ESSEX,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,1,2,2
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,8060,BURLINGTON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,3,2,3,1,3
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,8046,BURLINGTON,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,3,1,3
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,8401,ATLANTIC,Acute Care Hospitals,Voluntary non-profit - Other,1,3,3,1,1,2,2,1,3
310069,INSPIRA MEDICAL CENTER ELMER,8318,SALEM,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,3,2,2,2
310070,SAINT PETER'S UNIVERSITY HOSPITAL,8901,MIDDLESEX,Acute Care Hospitals,Voluntary non-profit - Church,1,2,2,1,1,2,3,1,2
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,7754,MONMOUTH,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,1,3,1,2
310074,JERSEY CITY MEDICAL CENTER,7302,HUDSON,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,2,1,2
310075,MONMOUTH MEDICAL CENTER,7740,MONMOUTH,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,2,2,2,3,1,2
310076,SAINT BARNABAS MEDICAL CENTER,7039,ESSEX,Acute Care Hospitals,Voluntary non-profit - Other,1,2,3,1,1,3,3,1,2
310081,INSPIRA MEDICAL CENTER WOODBURY,8096,GLOUCESTER,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,1,2,1,2
310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,8701,OCEAN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,3,1,1,2,1,2
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,8084,CAMDEN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,1,2,3,1,3
310091,MEMORIAL HOSPITAL OF SALEM COUNTY,8079,SALEM,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,2,1,2,2,2
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,8638,MERCER,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1,1,2,3,1,2
310096,SAINT MICHAEL'S MEDICAL CENTER,7102,ESSEX,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,1,1,2
310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,8818,MIDDLESEX,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,2,1,2,2,1,3
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,8690,MERCER,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1,1,1,2,1,3
310111,CENTRASTATE MEDICAL CENTER,7728,MONMOUTH,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,1,2,2,1,3
310112,BAYSHORE COMMUNITY HOSPITAL,7733,MONMOUTH,Acute Care Hospitals,Proprietary,1,3,3,2,2,1,3,1,2
310113,SOUTHERN OCEAN MEDICAL CENTER,8050,OCEAN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,1,3,1,2
310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,7840,WARREN,Acute Care Hospitals,Voluntary non-profit - Church,1,2,2,1,2,1,2,2,2
310119,UNIVERSITY HOSPITAL,7103,ESSEX,Acute Care Hospitals,Government - State,1,1,2,1,2,1,3,1,1
320001,UNM HOSPITAL,87106,BERNALILLO,Acute Care Hospitals,Voluntary non-profit - Other,1,1,2,1,1,1,2,1,2
